DaysSinceRecentOrder,Nb Orders,Amount Orders,Avg Amount Orders,Nb items,Avg Nb items,Avg item amount,PayMeth_Bancontact,PayMeth_Ideal,PayMeth_Klarna,PayMeth_Pay Later,PayMeth_shopify payments,Always Discount,Never Discount,Max Discount Percentage,Same SKU more than once,Email Marketing Consent,Accepts Marketing,click,open,Days since First Active,Days since Last Active,Recent City_amsterdam,Recent City_den haag,Recent City_haarlem,Recent City_rotterdam,Recent City_utrecht,Recent Country_be,Recent Country_de,Recent Country_nl,cluster
25,3,161.7,40.42,4,1.0,26.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,67,-1,False,False,False,False,False,False,False,True,2
66,1,28.76,28.76,1,1.0,31.95,0,0,0,0,1,1,0,0.11,0,2,0,0,1,66,40,False,False,False,False,False,False,False,True,1
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,1,1,0,1,444,7,False,False,False,False,False,False,False,True,2
377,1,399.4,99.85,4,1.0,30.69,0,1,0,0,0,1,0,0.23,0,0,0,1,1,388,249,False,False,False,False,False,False,False,True,3
191,2,52.21,26.1,2,1.0,27.45,0,0,0,0,1,0,0,0.11,0,2,0,1,1,195,1,False,False,False,False,False,False,False,True,1
207,1,29.95,29.95,1,1.0,29.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,207,1,False,False,False,False,False,False,False,True,2
387,1,50.32,50.32,2,2.0,27.47,0,1,0,0,0,1,0,0.09,0,0,0,0,1,621,387,False,False,False,False,False,False,False,True,3
387,1,123.8,61.9,2,1.0,30.95,0,0,0,1,0,0,1,0.0,0,0,0,1,1,594,387,False,False,False,False,False,False,False,True,2
387,1,141.8,70.9,2,1.0,35.45,0,1,0,0,0,0,1,0.0,0,2,0,0,1,615,5,False,False,False,False,False,False,False,True,2
82,1,110.3,110.3,5,5.0,25.95,0,0,0,0,1,1,0,0.18,0,2,0,0,0,82,56,False,False,False,False,False,False,False,True,1
204,2,514.3199999999999,128.58,8,2.0,27.2,0,0,0,0,1,0,0,0.07,0,2,0,1,1,279,176,False,False,False,False,False,False,False,True,1
387,1,238.98,79.66,3,1.0,27.95,0,1,0,0,0,1,0,0.05,0,0,0,0,1,654,387,False,False,False,False,False,False,False,True,3
387,1,123.06,123.06,5,5.0,28.2,0,0,0,1,0,1,0,0.15,0,2,0,0,1,793,2,False,False,False,False,False,False,False,True,3
387,1,1136.15,227.23,11,2.0,22.55,0,0,0,0,0,1,0,0.09,0,2,0,1,1,752,20,False,False,False,False,False,True,False,False,0
18,1,967.92,161.32,7,1.0,28.95,0,0,0,0,1,1,0,0.25,0,1,1,0,1,18,-5,False,False,False,False,False,False,False,True,1
387,1,33.26,33.26,1,1.0,36.65,0,1,0,0,0,1,0,0.1,0,1,0,1,1,609,22,True,False,False,False,False,False,False,True,3
20,1,840.96,280.32,12,4.0,30.62,0,0,0,0,1,1,0,0.25,0,1,1,0,1,20,-2,False,False,False,False,False,True,False,False,1
387,1,103.8,51.9,2,1.0,25.95,0,1,0,0,0,0,1,0.0,0,1,0,1,1,663,55,False,False,False,False,False,False,False,True,2
327,1,118.62,59.31,2,1.0,32.95,0,0,0,0,1,1,0,0.11,0,0,0,0,1,327,41,False,False,False,False,False,True,False,False,0
91,1,33.95,33.95,1,1.0,33.95,0,0,0,0,1,0,1,0.0,0,2,0,0,0,91,64,True,False,False,False,False,False,False,True,2
387,1,115.8,57.9,2,1.0,28.95,0,1,0,0,0,0,1,0.0,0,1,0,1,1,664,32,False,False,False,False,False,False,False,True,2
387,1,34.95,34.95,1,1.0,34.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,787,166,False,False,False,False,False,False,False,True,2
229,1,470.56,117.64,4,1.0,30.95,0,0,0,0,1,1,0,0.05,1,2,0,1,1,229,40,False,False,False,False,False,True,False,False,0
377,2,181.24,90.62,6,3.0,32.82,0,1,0,0,0,0,0,0.1,1,1,0,1,1,412,7,False,False,False,False,False,False,False,True,3
68,1,361.29,120.43,4,1.0,33.62,0,0,0,0,1,1,0,0.11,0,0,0,0,1,68,42,False,False,False,False,False,False,False,True,1
227,2,126.75,42.25,3,1.0,27.28,0,1,0,0,1,0,1,0.0,0,1,0,1,1,587,1,False,False,False,False,False,False,False,True,2
387,1,220.18,220.18,7,7.0,34.95,0,1,0,0,0,1,0,0.11,0,0,0,0,1,641,152,False,False,False,False,False,False,False,True,3
270,1,36.95,36.95,1,1.0,36.95,0,0,0,0,1,0,1,0.0,0,0,0,1,0,270,208,False,False,False,False,False,False,False,True,2
281,1,39.95,39.95,1,1.0,39.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,281,137,False,False,False,False,True,False,False,True,2
387,1,100.62,50.31,2,1.0,27.72,0,0,0,1,0,1,0,0.1,0,1,0,1,1,549,2,False,False,False,False,False,False,False,True,3
377,2,297.16,74.29,4,1.0,32.5,0,1,0,0,0,0,0,0.1,0,0,0,1,1,539,109,False,False,False,False,False,False,False,True,3
387,1,29.95,29.95,1,1.0,29.95,0,0,0,1,0,0,1,0.0,0,0,0,1,1,767,56,False,False,False,False,False,False,False,True,2
188,1,46.71,46.71,2,2.0,25.95,0,0,1,0,0,1,0,0.11,0,1,1,1,1,189,2,False,False,False,False,False,False,False,True,1
377,1,555.12,138.78,6,2.0,23.7,0,1,0,0,0,1,0,0.07,0,1,0,0,1,427,190,False,False,True,False,False,False,False,True,3
285,3,267.49,89.16,9,3.0,31.28,0,1,0,0,1,1,0,0.05,0,1,0,1,1,962,-1,False,False,False,False,False,False,False,True,3
387,1,23.95,23.95,1,1.0,23.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,458,130,False,False,False,False,False,False,False,True,2
235,3,87.85000000000001,29.28,3,1.0,29.28,0,0,0,1,1,0,1,0.0,0,2,0,1,1,601,118,False,False,False,False,False,False,False,True,2
332,1,32.95,32.95,1,1.0,32.95,0,0,0,0,1,0,1,0.0,0,0,0,1,1,332,208,False,False,False,False,False,False,False,True,2
314,1,69.61,69.61,2,2.0,40.95,0,0,0,0,1,1,0,0.18,0,1,1,1,1,314,41,False,False,False,False,False,False,False,True,1
144,1,31.45,31.45,1,1.0,34.95,0,0,0,0,1,1,0,0.11,0,1,1,0,0,169,41,False,False,False,False,False,True,False,False,1
387,1,29.95,29.95,1,1.0,29.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,906,387,False,False,True,False,False,False,False,True,2
282,2,434.46,86.89,6,1.0,32.15,0,1,1,0,0,1,0,0.24,0,0,0,1,1,752,30,False,False,False,False,False,False,False,True,3
387,1,199.36,99.68,5,2.0,16.16,1,0,0,0,0,1,0,0.09,0,0,0,1,1,739,387,False,False,False,False,False,True,False,False,0
387,1,23.76,23.76,1,1.0,27.22,0,1,0,0,0,1,0,0.15,0,2,0,1,1,933,191,False,False,False,False,False,False,False,True,3
387,1,27.95,27.95,1,1.0,33.73,0,1,0,0,0,1,0,0.21,0,0,0,1,1,664,161,False,False,False,False,False,False,False,True,3
387,1,135.8,67.9,2,1.0,33.95,0,0,0,1,0,0,1,0.0,0,0,0,0,1,669,285,False,False,False,False,False,False,False,True,2
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,0,0,1,1,606,251,False,False,False,False,False,False,False,True,2
132,2,81.18,40.59,3,2.0,33.13,0,1,0,0,1,1,0,0.25,0,1,1,1,1,647,7,False,False,False,False,False,False,False,True,1
387,3,824.22,91.58,9,1.0,32.9,0,0,0,1,0,1,0,0.09,1,1,0,1,1,729,2,True,False,False,False,False,False,False,True,4
283,7,552.47,50.22,12,1.0,29.42,0,1,0,0,1,0,0,0.25,1,1,0,1,1,987,0,False,False,False,False,False,False,False,True,4
247,1,946.44,236.61,9,2.0,43.72,0,0,0,0,1,1,0,0.11,0,0,0,0,1,247,208,False,False,False,False,False,False,False,True,1
264,1,30.55,30.55,1,1.0,33.95,0,0,1,0,0,1,0,0.11,0,0,0,1,1,264,41,False,False,False,False,False,False,False,True,1
387,1,32.95,32.95,1,1.0,32.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,766,387,False,False,False,False,False,False,False,True,2
320,1,154.96,77.48,3,2.0,31.95,0,0,1,0,0,1,0,0.25,0,2,0,0,1,320,1,False,False,False,False,False,False,False,True,1
387,2,127.14,42.38,4,1.0,23.11,0,1,0,1,0,0,0,0.1,0,0,0,0,1,559,387,False,False,False,False,False,False,False,True,3
237,2,678.78,169.7,8,2.0,55.25,0,0,0,0,1,1,0,0.05,0,1,0,1,1,809,56,False,False,False,False,False,False,False,True,1
227,1,692.48,173.12,7,2.0,28.7,0,0,0,0,1,1,0,0.18,0,0,0,1,1,256,195,False,False,False,False,False,False,False,True,1
387,1,153.62,76.81,3,2.0,26.95,0,1,0,0,0,1,0,0.05,0,0,0,0,1,621,64,False,False,False,False,False,False,False,True,3
387,1,96.76,96.76,3,3.0,33.95,0,0,0,1,0,1,0,0.05,0,1,0,1,1,625,22,False,True,False,False,False,False,False,True,3
387,1,218.31,72.77,3,1.0,26.48,0,1,0,0,0,1,0,0.09,0,2,0,1,1,803,181,False,False,False,False,False,False,False,True,3
387,1,616.4,154.1,6,2.0,28.2,0,1,0,0,0,1,0,0.08,0,0,0,0,1,598,387,False,False,False,False,False,False,False,True,3
387,1,362.96,90.74,4,1.0,25.0,0,1,0,0,0,1,0,0.1,0,1,0,0,1,599,138,False,False,False,False,False,False,False,True,3
387,1,413.24,103.31,4,1.0,28.2,0,1,0,0,0,1,0,0.09,0,0,0,1,1,776,7,False,False,False,False,False,False,False,True,3
2,1,26.36,26.36,1,1.0,32.95,0,0,0,0,1,1,0,0.25,0,2,0,0,0,3,2,False,False,False,False,False,False,False,True,1
387,1,27.15,27.15,1,1.0,31.11,0,1,0,0,0,1,0,0.15,0,0,0,0,1,789,387,False,False,False,False,False,False,False,True,3
72,2,86.47,43.24,3,2.0,33.26,0,0,0,0,1,0,0,0.25,0,1,1,1,1,88,-3,False,False,False,False,False,False,False,True,1
377,3,238.11,79.37,9,3.0,29.65,1,0,0,0,0,1,0,0.23,1,1,0,1,1,621,13,False,False,False,False,False,True,False,False,0
387,1,197.32,98.66,3,2.0,34.45,1,0,0,0,0,1,0,0.05,0,0,0,0,1,755,102,False,False,False,False,False,True,False,False,0
387,1,380.88,95.22,4,1.0,25.99,0,1,0,0,0,1,0,0.09,0,0,0,1,1,763,140,False,False,False,False,False,False,False,True,3
216,1,3098.79,344.31,9,1.0,40.76,0,0,0,0,1,1,0,0.07,0,2,0,0,1,216,190,False,False,False,False,False,True,False,False,4
267,1,38.95,38.95,1,1.0,38.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,267,98,False,False,False,False,False,False,False,True,2
387,1,127.8,63.9,2,1.0,31.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,513,165,False,False,False,False,False,False,False,True,2
107,2,7685.02,591.16,42,3.0,30.45,0,1,0,0,1,1,0,0.25,1,0,0,1,1,768,81,False,False,False,False,True,False,False,True,4
90,2,1009.32,168.22,20,3.0,21.53,0,0,0,0,1,1,0,0.32,1,1,1,1,1,308,22,False,False,False,False,False,False,False,True,4
201,2,147.85,49.28,3,1.0,30.35,0,0,1,0,1,0,0,0.11,0,2,0,1,1,293,-1,False,False,False,False,False,False,False,True,1
387,2,70.21000000000001,35.11,2,1.0,36.63,0,1,0,1,0,0,0,0.09,1,0,0,1,1,653,387,False,False,False,True,False,False,False,True,3
105,3,247.56,82.52,10,3.0,29.89,0,1,0,0,1,0,0,0.46,0,0,0,0,1,648,78,False,False,False,False,False,False,False,True,4
29,1,172.56,86.28,3,2.0,31.45,0,0,0,0,1,1,0,0.11,0,2,0,0,1,29,1,True,False,False,False,False,False,False,True,1
387,1,73.9,73.9,2,2.0,36.95,0,0,0,1,0,0,1,0.0,0,0,0,0,1,557,278,False,False,False,False,False,False,False,True,2
387,1,25.95,25.95,1,1.0,25.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,1001,187,True,False,False,False,False,False,False,True,2
377,1,102.26,51.13,2,1.0,31.42,0,1,0,0,0,1,0,0.23,0,1,0,1,1,394,1,False,False,False,False,False,False,False,True,3
261,1,89.8,44.9,2,1.0,22.45,0,0,0,0,1,0,1,0.0,0,2,0,0,1,261,208,False,False,False,False,False,False,False,True,2
192,4,127.02,31.76,4,1.0,31.76,0,0,0,0,1,0,1,0.0,1,0,0,1,1,240,92,False,False,False,False,False,False,False,True,2
387,1,31.95,31.95,1,1.0,31.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,572,2,False,False,False,True,False,False,False,True,2
13,3,786.3,87.37,15,2.0,21.72,0,1,1,0,1,0,0,0.46,1,1,1,1,1,438,1,False,False,False,False,False,False,False,True,4
387,1,93.91,93.91,3,3.0,32.95,0,1,0,0,0,1,0,0.05,0,1,0,0,1,498,56,False,False,False,False,False,False,False,True,3
387,1,293.42,146.71,5,2.0,31.95,0,1,0,0,0,1,0,0.08,0,0,0,1,1,450,-4,False,False,False,False,False,False,False,True,3
245,1,33.25,33.25,1,1.0,36.95,0,0,0,0,1,1,0,0.11,0,0,0,0,1,245,182,False,False,False,False,False,False,False,True,1
32,1,25.95,25.95,1,1.0,25.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,32,2,False,False,False,True,False,False,False,True,2
387,1,226.56,75.52,3,1.0,28.85,0,1,0,0,0,1,0,0.15,0,0,0,1,1,779,387,False,False,False,False,False,False,False,True,3
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,621,387,True,False,False,False,False,False,False,True,2
377,1,26.06,26.06,1,1.0,28.71,0,1,0,0,0,1,0,0.1,0,1,1,1,1,380,252,False,False,False,False,False,False,False,True,3
387,1,33.95,33.95,1,1.0,33.95,0,0,0,1,0,0,1,0.0,0,0,0,0,1,622,387,False,False,False,False,False,False,False,True,2
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,723,387,False,False,False,False,False,False,False,True,2
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,0,0,1,1,669,387,False,False,False,False,False,False,False,True,2
387,2,196.63,65.54,5,2.0,29.02,0,1,0,0,0,0,0,0.21,0,2,0,0,1,1002,1,True,False,False,False,False,False,False,True,3
387,1,242.82,121.41,4,2.0,31.95,1,0,0,0,0,1,0,0.05,0,0,0,1,1,823,253,False,False,False,False,False,True,False,False,0
8,2,61.900000000000006,30.95,2,1.0,30.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,91,6,False,False,False,False,False,False,False,True,2
377,1,32.95,32.95,1,1.0,32.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,403,140,False,False,False,False,False,False,False,True,2
74,1,31.45,31.45,1,1.0,34.95,0,0,1,0,0,1,0,0.11,0,0,0,1,1,74,41,False,False,False,False,False,False,False,True,1
387,1,25.95,25.95,1,1.0,25.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,917,108,False,False,False,False,False,False,False,True,2
244,1,62.95,62.95,1,1.0,69.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,246,2,False,False,False,False,False,False,False,True,1
291,1,113.22,56.61,2,1.0,31.45,0,0,0,0,1,1,0,0.11,0,1,1,1,1,291,0,False,False,False,False,False,False,False,True,1
326,1,240.98,120.49,4,2.0,33.45,0,0,0,0,1,1,0,0.05,0,0,0,0,1,326,162,False,False,False,False,False,False,False,True,1
53,1,71.82,71.82,1,1.0,79.81,0,0,0,0,1,1,0,0.11,0,0,0,0,1,53,27,False,False,False,False,True,False,False,True,1
387,3,514.56,85.76,9,2.0,30.54,1,1,0,0,0,1,0,0.1,0,1,0,0,1,635,253,False,False,False,False,False,False,False,True,3
374,1,24.25,24.25,1,1.0,26.95,0,0,0,0,1,1,0,0.11,0,0,0,0,1,375,138,True,False,False,False,False,False,False,True,3
12,2,391.52,97.88,8,2.0,28.2,0,0,0,0,1,1,0,0.18,0,1,1,0,1,56,-3,False,False,False,False,False,False,False,True,1
209,1,26.6,26.6,1,1.0,29.56,0,0,1,0,0,1,0,0.11,0,1,1,1,1,209,21,False,False,False,False,False,False,False,True,1
387,2,109.31,54.66,4,2.0,26.95,1,0,0,0,0,0,0,0.05,0,2,0,0,1,1070,384,False,False,False,False,False,True,False,False,0
387,1,213.89,213.89,7,7.0,33.95,0,1,0,0,0,1,0,0.11,0,0,0,0,1,585,387,False,False,False,True,False,False,False,True,3
108,4,694.97,69.5,10,1.0,27.75,0,0,1,0,1,0,0,0.55,1,0,0,1,1,204,41,False,False,False,False,False,False,False,True,4
387,1,155.52,77.76,3,2.0,27.95,0,0,0,1,0,1,0,0.05,0,0,0,0,1,865,387,False,False,False,False,False,False,False,True,3
375,1,61.11,61.11,2,2.0,33.95,0,0,0,0,1,1,0,0.11,0,1,0,1,1,376,1,False,False,False,False,False,False,False,True,1
324,1,316.32,105.44,4,1.0,32.95,0,0,1,0,0,1,0,0.25,0,2,0,0,1,324,2,False,False,False,False,False,False,False,True,1
228,1,33.95,33.95,1,1.0,33.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,228,117,False,False,False,False,False,False,False,True,2
377,2,302.9,75.72,6,2.0,27.84,0,1,0,0,0,1,0,0.1,1,1,0,1,1,420,28,False,False,False,False,False,False,False,True,3
288,1,33.25,33.25,1,1.0,36.95,0,0,0,0,1,1,0,0.11,0,0,0,1,1,288,41,False,False,False,False,False,False,False,True,1
387,1,276.03000000000003,92.01,3,1.0,32.28,0,1,0,0,0,1,0,0.05,0,0,0,0,1,498,206,False,False,False,False,False,False,False,True,3
309,1,69.48,34.74,2,1.0,17.37,0,0,0,0,1,0,1,0.0,0,1,0,1,1,520,56,False,False,False,False,False,True,False,False,0
282,1,192.32,96.16,3,2.0,36.45,0,0,0,0,1,1,0,0.11,0,0,0,1,1,296,41,False,False,False,False,False,False,False,True,1
387,1,119.8,59.9,2,1.0,29.95,0,0,0,1,0,0,1,0.0,0,2,0,0,1,622,22,False,False,False,False,False,False,False,True,2
387,1,53.9,53.9,2,2.0,26.95,0,1,0,0,0,0,1,0.0,0,1,0,1,1,829,252,False,False,False,False,False,False,False,True,2
377,4,291.36,48.56,8,1.0,22.2,1,0,0,1,0,0,0,0.09,1,0,0,1,1,852,82,False,False,False,False,False,True,False,False,0
387,1,23.36,23.36,1,1.0,25.5,0,1,0,0,0,1,0,0.09,0,0,0,0,1,630,387,False,False,False,False,False,False,False,True,3
387,1,295.98,98.66,3,1.0,34.62,0,1,0,0,0,1,0,0.05,0,1,0,1,1,656,-4,False,False,False,False,False,False,False,True,3
387,1,355.68,88.92,4,1.0,24.27,0,1,0,0,0,1,0,0.09,0,0,0,1,1,614,387,False,False,False,False,False,False,False,True,3
387,2,84.67,42.34,3,2.0,31.26,1,1,0,0,0,1,0,0.15,1,1,0,1,1,684,12,False,False,False,False,False,True,False,False,0
229,1,30.55,30.55,1,1.0,33.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,231,1,False,False,False,False,False,False,False,True,1
284,1,266.88,88.96,3,1.0,32.95,0,0,0,0,1,1,0,0.11,0,2,0,1,1,284,208,False,False,False,False,False,False,False,True,1
387,1,82.51,82.51,3,3.0,28.95,0,1,0,0,0,1,0,0.05,0,2,0,0,1,650,20,False,False,False,False,False,False,False,True,3
369,1,28.75,28.75,1,1.0,31.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,369,140,False,True,False,False,False,False,False,True,1
96,1,369.15,123.05,5,2.0,29.28,0,0,0,0,1,1,0,0.18,0,1,1,0,1,96,11,False,False,False,False,False,False,False,True,1
377,1,27.86,27.86,1,1.0,30.69,0,1,0,0,0,1,0,0.1,0,0,0,1,1,420,297,False,False,False,False,False,False,False,True,3
387,1,123.8,61.9,2,1.0,30.95,0,0,0,0,0,0,1,0.0,0,2,0,0,1,596,253,False,False,False,False,False,False,False,True,2
268,1,35.05,35.05,1,1.0,38.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,268,41,False,False,False,False,False,False,False,True,1
387,1,21.95,21.95,1,1.0,21.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,602,-4,False,False,False,False,False,False,False,True,2
43,1,114.55,114.55,5,5.0,26.95,0,0,0,0,1,1,0,0.18,0,1,1,0,0,43,15,False,False,False,False,False,False,False,True,1
387,1,31.95,31.95,1,1.0,31.95,0,1,0,0,0,0,1,0.0,0,1,1,1,1,534,21,False,False,False,False,False,False,False,True,2
275,1,65.9,65.9,2,2.0,32.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,275,208,False,False,False,False,False,False,False,True,2
40,1,75.55,75.55,1,1.0,75.55,0,0,0,0,1,0,1,0.0,0,2,0,0,0,40,13,False,False,False,False,False,False,False,True,2
387,1,34.95,34.95,1,1.0,34.95,1,0,0,0,0,0,1,0.0,0,1,0,0,1,674,179,False,False,False,False,False,True,False,False,0
377,1,155.16,51.72,4,1.0,14.25,1,0,0,0,0,1,0,0.1,0,1,0,1,1,473,20,False,False,False,False,False,True,False,False,0
24,3,1234.78,123.48,15,2.0,23.95,0,0,0,0,1,0,0,0.25,0,2,0,1,0,61,-2,False,False,False,False,False,False,False,True,4
387,1,55.9,55.9,2,2.0,27.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,448,252,False,False,False,False,False,False,False,True,2
387,3,108.02,36.01,4,1.0,29.84,0,1,0,0,0,0,0,0.16,0,1,0,1,1,705,152,False,False,False,False,False,False,False,True,3
259,1,33.95,33.95,1,1.0,33.95,0,0,0,0,1,0,1,0.0,0,0,0,1,1,259,183,False,False,False,False,False,False,False,True,2
107,2,142.33,71.17,6,3.0,29.69,0,0,1,1,0,1,0,0.46,1,1,0,0,1,652,41,False,False,False,False,False,False,False,True,4
387,1,32.95,32.95,1,1.0,32.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,529,249,True,False,False,False,False,False,False,True,2
387,2,491.37,81.9,6,1.0,32.1,0,1,0,0,0,1,0,0.21,1,0,0,1,1,872,387,False,False,False,False,False,False,False,True,3
295,1,116.82,58.41,2,1.0,32.45,0,0,0,0,1,1,0,0.11,0,1,1,1,1,298,-2,False,False,False,False,False,False,False,True,1
217,1,718.85,143.77,5,1.0,31.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,290,41,False,False,False,False,False,False,False,True,1
387,1,29.95,29.95,1,1.0,29.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,570,1,False,False,False,False,False,False,False,True,2
22,1,23.35,23.35,1,1.0,25.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,22,19,True,False,False,False,False,False,False,True,1
377,1,29.95,29.95,1,1.0,29.95,0,0,0,1,0,0,1,0.0,0,1,0,1,1,415,1,False,False,False,False,False,False,False,True,2
387,1,0.0,0.0,3,1.0,23.65,0,1,0,0,0,1,0,1.0,0,0,0,0,1,892,279,False,False,False,False,True,False,False,True,3
86,1,57.51,57.51,2,2.0,31.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,86,2,False,False,False,False,False,False,False,True,1
377,1,67.9,67.9,2,2.0,33.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,382,281,False,False,False,False,False,False,False,True,2
250,3,198.04,49.51,5,1.0,25.08,0,1,0,0,1,0,0,0.15,0,1,1,1,1,1012,26,False,False,False,False,False,False,False,True,3
387,1,0.0,0.0,2,1.0,25.99,0,1,0,0,0,1,0,1.0,0,2,0,1,1,723,2,False,False,False,False,False,False,False,True,3
387,2,58.51,29.26,2,1.0,30.81,0,1,0,0,0,0,0,0.1,0,1,0,0,1,615,252,False,False,False,False,False,False,False,True,3
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,1,0,1,1,684,22,False,False,False,False,False,False,False,True,2
160,1,52.12,52.12,2,2.0,28.95,0,0,0,0,1,1,0,0.11,0,2,0,1,1,160,39,False,False,False,False,False,False,False,True,1
119,1,69.9,69.9,2,2.0,34.95,0,0,0,0,1,0,1,0.0,0,2,0,0,0,119,92,False,False,False,False,False,False,False,True,2
190,1,61.9,61.9,2,2.0,30.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,190,162,False,False,False,False,False,False,False,True,2
30,1,36.85,36.85,1,1.0,40.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,30,-4,False,False,False,False,False,False,False,True,1
256,1,33.25,33.25,1,1.0,36.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,260,2,False,False,False,False,False,False,False,True,1
251,1,35.05,35.05,1,1.0,38.95,0,0,1,0,0,1,0,0.11,0,1,1,0,1,251,23,False,False,False,False,False,False,False,True,1
78,1,114.55,114.55,5,5.0,26.95,0,0,0,0,1,1,0,0.18,0,0,0,0,1,78,34,False,False,False,False,False,False,False,True,1
387,1,239.91,79.97,3,1.0,29.1,0,1,0,0,0,1,0,0.09,0,0,0,1,1,769,360,False,False,False,False,False,False,False,True,3
377,1,32.95,32.95,1,1.0,32.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,420,377,False,False,False,False,False,False,False,True,2
387,1,34.95,34.95,1,1.0,34.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,728,253,False,False,False,False,False,False,False,True,2
59,2,246.38,61.6,4,1.0,28.0,0,0,0,0,1,1,0,0.11,0,1,1,1,1,230,-4,False,False,False,False,False,False,False,True,1
387,1,34.95,34.95,1,1.0,34.95,0,1,0,0,0,0,1,0.0,0,2,0,0,0,824,387,False,False,False,False,False,False,False,True,2
285,1,33.1,33.1,1,1.0,38.95,0,0,0,0,1,1,0,0.18,0,2,0,0,1,285,0,False,False,False,False,False,False,False,True,1
387,7,548.4,60.93,13,1.0,31.49,0,0,0,1,0,0,0,0.15,0,1,0,1,1,780,1,False,False,False,False,False,False,False,True,4
387,2,123.8,61.9,4,2.0,30.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,826,209,False,False,False,False,False,False,False,True,2
387,1,225.24,75.08,3,1.0,30.2,0,1,0,0,0,1,0,0.21,0,0,0,1,1,858,387,True,False,False,False,False,False,False,True,3
254,1,150.7,75.35,5,2.0,17.67,0,0,0,0,1,1,0,0.18,0,1,0,1,1,825,30,False,False,False,False,False,False,False,True,1
282,2,106.57,35.52,3,1.0,23.28,0,0,0,1,1,0,0,0.11,0,2,0,1,1,1103,2,False,False,False,False,False,False,False,True,2
73,1,91.68,91.68,3,3.0,33.95,0,0,0,0,1,1,0,0.11,0,2,0,0,0,73,46,False,False,False,False,False,False,False,True,1
387,1,85.36,85.36,3,3.0,29.95,0,1,0,0,0,1,0,0.05,0,2,0,0,1,518,1,False,False,False,False,False,False,False,True,3
387,1,1019.46,169.91,6,1.0,30.45,0,1,0,0,0,1,0,0.08,0,2,0,1,1,699,1,False,False,False,True,False,False,False,True,3
223,2,187.78,62.59,5,2.0,30.28,0,0,0,0,1,1,0,0.11,0,0,0,1,1,309,41,False,False,False,False,False,False,False,True,1
70,2,552.34,138.08,9,2.0,30.95,0,0,0,0,1,1,0,0.18,1,1,1,1,1,120,-3,False,False,False,False,False,False,False,True,1
387,1,115.04,115.04,4,4.0,31.4,0,0,0,1,0,1,0,0.09,0,2,0,1,1,943,213,True,False,False,False,False,False,False,True,3
387,1,24.95,24.95,1,1.0,24.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,920,0,False,False,False,False,False,False,False,True,2
104,1,25.04,25.04,1,1.0,32.95,0,0,0,0,1,1,0,0.32,0,2,0,0,1,104,7,False,False,False,False,False,True,False,False,1
387,1,33.95,33.95,1,1.0,33.95,0,0,0,1,0,0,1,0.0,0,2,0,0,1,480,252,False,False,False,False,False,False,False,True,2
387,1,27.95,27.95,1,1.0,27.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,953,172,False,False,False,False,False,False,False,True,2
